   9.0000000e+00   1.0000000e+01   1.8085311e+01
   1.6000000e+01   2.0000000e+01   1.2002451e+01
   2.2000000e+01   2.4000000e+01   1.4654222e+01
   2.8000000e+01   2.9000000e+01   2.3254705e+01
   3.1000000e+01   3.2000000e+01   2.2450505e+01
   3.6000000e+01   3.7000000e+01   1.4703930e+01
   4.0000000e+01   4.1000000e+01   1.4178225e+01
   4.3000000e+01   4.4000000e+01   1.5867091e+01
   4.6000000e+01   4.7000000e+01   1.7831134e+01
   4.5000000e+01   5.1000000e+01   1.2151558e+01
   5.1000000e+01   5.2000000e+01   7.1994924e+00
   5.4000000e+01   5.5000000e+01   1.4389068e+01
   5.7000000e+01   5.8000000e+01   1.2774182e+01
   6.1000000e+01   6.3000000e+01   1.5602427e+01
   6.3000000e+01   6.4000000e+01   1.1238733e+01
   6.3000000e+01   6.5000000e+01   1.2253557e+01
   6.7000000e+01   6.9000000e+01   1.5385169e+01
   7.3000000e+01   7.4000000e+01   1.0915839e+01
   7.6000000e+01   7.7000000e+01   1.7925440e+01
   7.7000000e+01   7.8000000e+01   2.0782630e+01
   7.8000000e+01   7.9000000e+01   1.9990842e+01
   7.9000000e+01   8.0000000e+01   2.0191724e+01
   8.0000000e+01   8.1000000e+01   9.8668564e+00
   5.0000000e+00   8.7000000e+01   9.7914682e+00
   9.0000000e+01   9.2000000e+01   1.0663772e+01
   9.5000000e+01   9.6000000e+01   1.3053553e+01
   9.5000000e+01   9.7000000e+01   1.0956379e+01
   9.8000000e+01   9.9000000e+01   1.2459901e+01
   9.9000000e+01   1.0000000e+02   5.4731216e+00
   9.9000000e+01   1.0100000e+02   2.9179736e+01
   9.8000000e+01   1.0200000e+02   1.7766586e+01
   1.0400000e+02   1.0500000e+02   1.7329159e+01
   1.0500000e+02   1.0600000e+02   1.4251298e+01
   1.0800000e+02   1.0900000e+02   1.2270958e+01
   1.1600000e+02   1.1800000e+02   2.2474960e+01
   1.1800000e+02   1.1900000e+02   1.7593027e+01
   1.1800000e+02   1.2000000e+02   1.6985642e+01
   1.2100000e+02   1.2200000e+02   1.0056478e+01
   1.2500000e+02   1.2700000e+02   1.4628765e+01
   1.3400000e+02   1.3500000e+02   1.7474610e+01
   1.3500000e+02   1.3600000e+02   1.7114415e+01
   1.3600000e+02   1.3700000e+02   9.5736059e+00
   1.4100000e+02   1.4200000e+02   1.6946807e+01
   1.5000000e+02   1.5100000e+02   1.4539749e+01
   1.5000000e+02   1.5300000e+02   1.9583810e+01
   1.5100000e+02   1.5400000e+02   1.6050056e+01
   1.5400000e+02   1.5600000e+02   1.7235916e+01
   1.5900000e+02   1.6100000e+02   1.5013999e+01
   1.6100000e+02   1.6200000e+02   1.5594842e+01
   1.6200000e+02   1.6300000e+02   1.2266296e+01
   1.6400000e+02   1.6500000e+02   7.8381123e+00
   1.6700000e+02   1.6800000e+02   1.7351630e+01
   1.6700000e+02   1.6900000e+02   1.3113067e+01
   1.6900000e+02   1.7000000e+02   1.5052839e+01
   1.6200000e+02   1.7100000e+02   1.7784841e+01
   1.7400000e+02   1.7500000e+02   1.5952736e+01
   1.6900000e+02   1.7900000e+02   1.0462121e+01
   1.8000000e+02   1.8200000e+02   1.5937477e+01
   1.8300000e+02   1.8400000e+02   1.0821722e+01
   1.8400000e+02   1.8500000e+02   1.8386550e+01
   1.8400000e+02   1.8700000e+02   2.3058407e+01
   1.8800000e+02   1.8900000e+02   1.0807338e+01
   1.8900000e+02   1.9000000e+02   1.2127351e+01
   1.9200000e+02   1.9300000e+02   1.2109737e+01
   1.9200000e+02   1.9400000e+02   1.5048534e+01
   1.9600000e+02   2.0300000e+02   1.3915521e+01
   2.0700000e+02   2.0800000e+02   6.8757510e+00
   2.0700000e+02   2.0900000e+02   1.3166509e+01
   2.1200000e+02   2.1400000e+02   1.9627999e+01
   2.1800000e+02   2.2000000e+02   8.6620380e+00
   2.2000000e+02   2.2100000e+02   1.0980058e+01
   2.2000000e+02   2.2200000e+02   1.0710827e+01
   2.2400000e+02   2.2500000e+02   1.2792502e+01
   2.2500000e+02   2.2600000e+02   7.7598476e+00
   2.2900000e+02   2.3100000e+02   1.7743382e+01
   2.3100000e+02   2.3200000e+02   1.3942223e+01
   2.3100000e+02   2.3300000e+02   1.7964092e+01
   2.3800000e+02   2.3900000e+02   1.7375112e+01
   2.4300000e+02   2.4500000e+02   8.5205556e+00
   2.5300000e+02   2.5500000e+02   7.2692778e+00
   2.0000000e+00   1.0000000e+00   1.8579675e+02
   3.0000000e+00   2.0000000e+00   1.2821532e+02
   4.0000000e+00   3.0000000e+00   5.7934076e+01
   5.0000000e+00   4.0000000e+00   9.6104313e+01
   6.0000000e+00   5.0000000e+00   6.7867629e+01
   7.0000000e+00   6.0000000e+00   6.7328521e+01
   1.1000000e+01   1.0000000e+01   6.4581910e+01
   1.2000000e+01   1.1000000e+01   4.8290951e+01
   1.3000000e+01   1.2000000e+01   4.6041875e+01
   1.4000000e+01   1.2000000e+01   3.5657096e+01
   1.5000000e+01   1.1000000e+01   3.4232860e+01
   1.6000000e+01   1.0000000e+01   4.2503723e+01
   1.7000000e+01   1.6000000e+01   5.6057843e+01
   1.8000000e+01   1.7000000e+01   4.1602502e+01
   1.9000000e+01   1.7000000e+01   2.4201769e+01
   2.1000000e+01   2.0000000e+01   2.5743878e+01
   2.2000000e+01   9.0000000e+00   5.3375926e+01
   2.3000000e+01   2.2000000e+01   2.3771837e+01
   2.5000000e+01   2.0000000e+01   3.2826823e+01
   2.7000000e+01   2.6000000e+01   3.4247289e+01
   2.8000000e+01   2.7000000e+01   9.2096402e+01
   3.0000000e+01   2.9000000e+01   6.9597583e+01
   3.1000000e+01   3.0000000e+01   3.8652615e+01
   3.3000000e+01   3.1000000e+01   3.8471174e+01
   3.4000000e+01   3.3000000e+01   2.8052975e+01
   3.5000000e+01   3.3000000e+01   1.8648902e+01
   3.6000000e+01   3.0000000e+01   6.8950187e+01
   3.8000000e+01   3.7000000e+01   4.5837736e+01
   3.9000000e+01   3.7000000e+01   3.5222176e+01
   4.0000000e+01   3.6000000e+01   2.1385673e+01
   4.2000000e+01   4.0000000e+01   2.6469152e+01
